phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,corpus
запланировано на весну YEAR года,запланировано,на,весну,accs,весна,sing,NOUN,запланировать,PRTS,темпоратив,taiga
и на будущий сезон сохранить,сохранить,на,сезон,accs,сезон,sing,NOUN,сохранить,INFN,темпоратив,taiga
воздействие на структуру бумаги,воздействие,на,структуру,accs,структура,sing,NOUN,воздействие,NOUN,объект,taiga
на следующий день сообщили,сообщили,на,день,accs,день,sing,NOUN,сообщить,VERB,темпоратив,taiga
на предвыборную кампанию потратили,потратили,на,кампанию,accs,кампания,sing,NOUN,потратить,VERB,дестинатив,taiga
выезжать на тушение пожаров на территории ГСК,выезжать,на,тушение,accs,тушение,sing,NOUN,выезжать,INFN,дестинатив,taiga
налет на ювелирную лавку,налет,на,лавку,accs,лавка,sing,NOUN,налёт,NOUN,объект,taiga
перевезти на дачу СТД в Комарово,перевезти,на,дачу,accs,дача,sing,NOUN,перевезти,INFN,директив,taiga
кандидатом на вакансию,кандидатом,на,вакансию,accs,вакансия,sing,NOUN,кандидат,NOUN,потенсив,taiga
сфотографировать на цифровую камеру,сфотографировать,на,камеру,accs,камера,sing,NOUN,сфотографировать,INFN,инструментив,taiga
собравшиеся на саммит NUM - NUM декабря,собравшиеся,на,саммит,accs,саммит,sing,NOUN,собраться,PRTF,дестинатив,taiga
выходить на улицу,выходить,на,улицу,accs,улица,sing,NOUN,выходить,INFN,директив,taiga
Отсутствует на сумму NUM миллиард рублей,Отсутствует,на,сумму,accs,сумма,sing,NOUN,отсутствовать,VERB,квантитатив,taiga
