phrase,host,prep,dependant,dependant_case,dependant_lemma,dependant_num,dependant_pos,host_lemma,host_pos,label,,,,
у нас жесткости,жесткости,у,нас,gent,мы,plur,NPRO,жёсткость,NOUN,комитатив,,,,
у нас произошло,произошло,у,нас,gent,мы,plur,NPRO,произойти,VERB,комитатив,,,,
у них получается,получается,у,них,gent,они,plur,NPRO,получаться,VERB,комитатив,,,,
Голы у россиян,Голы,у,россиян,gent,россиянин,plur,NOUN,голый,ADJS,комитатив,,,,
у них остались,остались,у,них,gent,они,plur,NPRO,остаться,VERB,сурсив,,,,
у них будет,будет,у,них,gent,они,plur,NPRO,быть,VERB,сурсив,,,,
у таких компаний развита,развита,у,компаний,gent,компания,plur,NOUN,развитый,ADJS,комитатив,,,,
отобрали у NUM нянечки детского сада Елены Русляковой,отобрали,у,нянечки,gent,нянечка,sing,NOUN,отобрать,VERB,сурсив,,,,
у них оставались,оставались,у,них,gent,они,plur,NPRO,оставаться,VERB,сурсив,,,,
останется у власти,останется,у,власти,gent,власть,sing,NOUN,остаться,VERB,сурсив,,,,
у иномарки разворочена,разворочена,у,иномарки,gent,иномарка,sing,NOUN,разворотить,PRTS,комитатив,,,,
у Украины нет,нет,у,Украины,gent,украина,sing,NOUN,нет,PRED,комитатив,,,,
спросил у министра связи Николая Никифорова,спросил,у,министра,gent,министр,sing,NOUN,спросить,VERB,сурсив,,,,
у него будет,будет,у,него,gent,он,sing,NPRO,быть,VERB,сурсив,,,,
Ранее в NUM у дома NUM задержан,задержан,у,дома,gent,дом,sing,NOUN,задержать,PRTS,локатив,,,,
произошел у дома,произошел,у,дома,gent,дом,sing,NOUN,произойти,VERB,локатив,,,,
у них похитили,похитили,у,них,gent,они,plur,NPRO,похитить,VERB,сурсив,,,,
у него отказали,отказали,у,него,gent,он,sing,NPRO,отказать,VERB,комитатив,,,,
у малого бизнеса увеличился,увеличился,у,бизнеса,gent,бизнес,sing,NOUN,увеличиться,VERB,комитатив,,,,
у них нет,нет,у,них,gent,они,plur,NPRO,нет,PRED,сурсив,,,,
у каждого на груди прикреплен,прикреплен,у,каждого,gent,каждый,sing,ADJF,прикрепить,PRTS,комитатив,,,,
прием у кандидатов от КПРФ,прием,у,кандидатов,gent,кандидат,plur,NOUN,приём,NOUN,локатив,,,,
у них бывает,бывает,у,них,gent,они,plur,NPRO,бывать,VERB,сурсив,,,,
начинают у памятника Тарасу Шевченко в Киеве,начинают,у,памятника,gent,памятник,sing,NOUN,начинать,VERB,локатив,,,,
у России отторгли,отторгли,у,России,gent,россия,sing,NOUN,отторгнуть,VERB,комитатив,,,,
у того или иного хоккеиста проявятся,проявятся,у,хоккеиста,gent,хоккеист,sing,NOUN,проявиться,VERB,комитатив,,,,
находился у своей матери,находился,у,матери,gent,матерь,sing,NOUN,находиться,VERB,локатив,,,,
у продавцов - стажеров отсутствовали,отсутствовали,у,продавцов,gent,продавец,plur,NOUN,отсутствовать,VERB,комитатив,,,,
изъять у авиакомпании,изъять,у,авиакомпании,gent,авиакомпания,sing,NOUN,изъять,INFN,сурсив,,,,
у которого изъяты,изъяты,у,которого,gent,который,sing,ADJF,изъять,PRTS,сурсив,,,,
пристегнутый у входа,пристегнутый,у,входа,gent,вход,sing,NOUN,пристегнуть,PRTF,локатив,,,,
